fips,state_abbr,pollutant,model,season,elevated,damage
25017,MA,so2,EASIUR,annual,ground level,108608.70973214119678465706481488425314144
25017,MA,nox,EASIUR,annual,ground level,91786.26866151868573840586387915630376984
25017,MA,nh3,EASIUR,annual,ground level,741095.1719887949347462964316430017560052
25017,MA,pm25,EASIUR,winter,ground level,1266929.1244091691218963934154563410318784
25017,MA,so2,EASIUR,winter,ground level,39856.547319180268169382817523008703740332
25017,MA,nox,EASIUR,winter,ground level,85045.91269742933874522667509539268884220
25017,MA,nh3,EASIUR,winter,ground level,879336.8355390032117193713225897932398624
25017,MA,pm25,EASIUR,spring,ground level,1709649.3172241581886546434645999474829388
25017,MA,so2,EASIUR,spring,ground level,184017.00104163530935334830175766469070928
25017,MA,nox,EASIUR,spring,ground level,163057.84054473458911611243791414165063784
25017,MA,nh3,EASIUR,spring,ground level,900173.1355594327647622286508519390410052
25017,MA,pm25,EASIUR,summer,ground level,1679606.2885825429830991261563219069256140
25017,MA,so2,EASIUR,summer,ground level,151449.24032091486516682439948250645119808
25017,MA,nox,EASIUR,summer,ground level,62021.37957422868410469317999675271344832
25017,MA,nh3,EASIUR,summer,ground level,612984.0201119287047129257749412123088876
25017,MA,pm25,EASIUR,fall,ground level,1103166.3033550293716667292165362399009396
25017,MA,so2,EASIUR,fall,ground level,59112.05024683472070294309168279549329748
25017,MA,nox,EASIUR,fall,ground level,57019.94182968380322701494556117516828172
25017,MA,nh3,EASIUR,fall,ground level,571886.6967448234189877788934432474649192
25017,MA,pm25,InMAP,annual,ground level,1472958.5475880999586145020629609046502744
25017,MA,so2,InMAP,annual,ground level,107006.03491618772535838241970272904283860
25017,MA,nox,InMAP,annual,ground level,47682.09373928658538343415036344591576208
25017,MA,nh3,InMAP,annual,ground level,980963.3879598789318622642174169471036436
25017,MA,voc,InMAP,annual,ground level,49027.29887696122025176511316823368507060
25019,MA,pm25,AP2,annual,ground level,52315.85762855170566021338368265755791900
25019,MA,so2,AP2,annual,ground level,30732.42798574889543697851047559885147088
25019,MA,nox,AP2,annual,ground level,699.0514371437956985811190569230988903984
25019,MA,nh3,AP2,annual,ground level,31739.410369299453799292382442814641328100
25019,MA,voc,AP2,annual,ground level,5441.033666165721556601746667908943448468
25019,MA,pm25,EASIUR,annual,ground level,380491.83450472927725511314854553077347896
25019,MA,so2,EASIUR,annual,ground level,120394.41890237346552249609775516986120516
25019,MA,nox,EASIUR,annual,ground level,49484.72049072939127744653994658939580324
25019,MA,nh3,EASIUR,annual,ground level,194755.05856369127336752238461769627113344
25019,MA,pm25,EASIUR,winter,ground level,299310.875524259851275298589631091807668
25019,MA,so2,EASIUR,winter,ground level,46270.86751180277032202201598013501418832
25019,MA,nox,EASIUR,winter,ground level,34464.684576217024238117956954664571741696
25019,MA,nh3,EASIUR,winter,ground level,165001.21829925636995404318118566865591808
25019,MA,pm25,EASIUR,spring,ground level,464179.361500216419659476653976278503064
25019,MA,so2,EASIUR,spring,ground level,213774.68662599894328055403465200214699336
25019,MA,nox,EASIUR,spring,ground level,119204.59094508944906380533604751699801676
25019,MA,nh3,EASIUR,spring,ground level,336864.54923909996181783656281164620005596
25019,MA,pm25,EASIUR,summer,ground level,483726.6756226338151003334661348985943544
25019,MA,so2,EASIUR,summer,ground level,171270.99999033431607776752697236369578972
25019,MA,nox,EASIUR,summer,ground level,32366.8809914607140256912334271881208208
25019,MA,nh3,EASIUR,summer,ground level,150754.31152116056180008724346402169472496
25019,MA,pm25,EASIUR,fall,ground level,274750.42537179991596779280647379691277388
25019,MA,so2,EASIUR,fall,ground level,50261.12148135825046949675917888783938192
25019,MA,nox,EASIUR,fall,ground level,11902.725450151172095897930306135470545796
25019,MA,nh3,EASIUR,fall,ground level,126400.15519524736377841065948403003076940
25019,MA,pm25,InMAP,annual,ground level,86875.15347938749186720474054713728260584
25019,MA,so2,InMAP,annual,ground level,8137.2596902612146210379597800239760972
25019,MA,nox,InMAP,annual,ground level,4480.633909710739703834249213549190235272
25019,MA,nh3,InMAP,annual,ground level,56659.7765898626840004569749202266549872
25019,MA,voc,InMAP,annual,ground level,5077.851820835081960823427099530525682032
25021,MA,pm25,AP2,annual,ground level,561322.6551555243283826274754102650866988
25021,MA,so2,AP2,annual,ground level,125593.07267932376455474344046278981408444
25021,MA,nox,AP2,annual,ground level,1908.6081839345688009472274911756822075992
25021,MA,nh3,AP2,annual,ground level,956072.2472705294594398813043524999513236
25021,MA,voc,AP2,annual,ground level,53696.04939600546526219773428861393323404
25021,MA,pm25,EASIUR,annual,ground level,1352449.3253350958082575754139065873743736
25021,MA,so2,EASIUR,annual,ground level,111672.93900060232659706012680225642898236
25021,MA,nox,EASIUR,annual,ground level,87563.46777648936599942030839364039976108
25021,MA,nh3,EASIUR,annual,ground level,732380.7688349760876253255191509797203432
25021,MA,pm25,EASIUR,winter,ground level,1195774.7246430229108511428546727209553856
25021,MA,so2,EASIUR,winter,ground level,39547.11143469733756417002027560329122144
25021,MA,nox,EASIUR,winter,ground level,79449.87202942952211781462079581527179568
25021,MA,nh3,EASIUR,winter,ground level,826871.0201969513266471969735623632863248
25021,MA,pm25,EASIUR,spring,ground level,1588012.6362824792945695824154006948130100
25021,MA,so2,EASIUR,spring,ground level,189371.18986626536721736356397660818478224
25021,MA,nox,EASIUR,spring,ground level,159673.31291298909124726405425661880906052
25021,MA,nh3,EASIUR,spring,ground level,940545.5164138961193122269654267973107788
25021,MA,pm25,EASIUR,summer,ground level,1572901.8657822561967435550361118349377248
25021,MA,so2,EASIUR,summer,ground level,156985.66555478883719071394516062463430708
25021,MA,nox,EASIUR,summer,ground level,58206.98005666783662805697359167750185172
25021,MA,nh3,EASIUR,summer,ground level,621115.216637107015824748237336813965816
25021,MA,pm25,EASIUR,fall,ground level,1053108.0746326290114645808070681913067008
25021,MA,so2,EASIUR,fall,ground level,60787.78914665860053570486932160810868404
25021,MA,nox,EASIUR,fall,ground level,52923.7061068710140045455849304500163364
25021,MA,nh3,EASIUR,fall,ground level,540991.3220919498887171299002779443184532
25021,MA,pm25,InMAP,annual,ground level,808250.99262028971474676726456056615804
25021,MA,so2,InMAP,annual,ground level,77958.68299287713285736652515562363693512
25021,MA,nox,InMAP,annual,ground level,29044.799894863326734455010450413316944524
25021,MA,nh3,InMAP,annual,ground level,556116.0724289147456825215666041173516592
25021,MA,voc,InMAP,annual,ground level,30978.502370964011249071590991733191195008
25023,MA,pm25,AP2,annual,ground level,460384.6459234710241361530839580558693008
25023,MA,so2,AP2,annual,ground level,117677.13141540479178153495471821559761604
25023,MA,nox,AP2,annual,ground level,2069.2053625011903889016901081851447342376
25023,MA,nh3,AP2,annual,ground level,686770.7964336654980469009314049336188544
25023,MA,voc,AP2,annual,ground level,44326.77311343713592065862630890328012024
25023,MA,pm25,EASIUR,annual,ground level,906397.3214037297174976982011894898658264
25023,MA,so2,EASIUR,annual,ground level,116135.59030675248719461983749475012846312
25023,MA,nox,EASIUR,annual,ground level,71735.46866374188233133914691610878347436
25023,MA,nh3,EASIUR,annual,ground level,502030.9567886121321311314376610934342308
25023,MA,pm25,EASIUR,winter,ground level,776294.493818796755295967924442778511788
25023,MA,so2,EASIUR,winter,ground level,39179.918320047339185063398937081035342488
25023,MA,nox,EASIUR,winter,ground level,57649.23879349566509409754123226628582516
25023,MA,nh3,EASIUR,winter,ground level,505036.8333523556126410801667648153249940
25023,MA,pm25,EASIUR,spring,ground level,1080488.402422893344314186504141751089728
25023,MA,so2,EASIUR,spring,ground level,202418.62984911460153027314543973267320672
25023,MA,nox,EASIUR,spring,ground level,148413.72355196322867191759962743723025728
25023,MA,nh3,EASIUR,spring,ground level,758938.7015927676066008879987368166240136
25023,MA,pm25,EASIUR,summer,ground level,1085530.1001370020109051518256319617538460
25023,MA,so2,EASIUR,summer,ground level,166819.24654691707664039939277338245939632
25023,MA,nox,EASIUR,summer,ground level,48511.24308333667884953332289533622139708
25023,MA,nh3,EASIUR,summer,ground level,411093.29270476390027130374326989064961884
25023,MA,pm25,EASIUR,fall,ground level,683276.2892362309400740460081685606232704
25023,MA,so2,EASIUR,fall,ground level,56124.56651093160031851292604913914835924
25023,MA,nox,EASIUR,fall,ground level,32367.669226172583799592042553459273716940
25023,MA,nh3,EASIUR,fall,ground level,333054.99950456726184923708255078065975428
25023,MA,pm25,InMAP,annual,ground level,311589.72998583341792316819670388413428324
25023,MA,so2,InMAP,annual,ground level,42674.77918838901358110773749299641768832
25023,MA,nox,InMAP,annual,ground level,13653.425141286869294977405033147532474688
25023,MA,nh3,InMAP,annual,ground level,239784.91683102704164885838061633924303984
25023,MA,voc,InMAP,annual,ground level,15686.322011085845650635905359615794579192
25025,MA,pm25,AP2,annual,ground level,624170.4591800900275662658527991023457020
25025,MA,so2,AP2,annual,ground level,124991.87128372450222975073901579367821540
25025,MA,nox,AP2,annual,ground level,1856.7406233968510577031372360618418337144
25025,MA,nh3,AP2,annual,ground level,1206686.9614896140624189278150594923593556
25025,MA,voc,AP2,annual,ground level,59639.86021958432739869838104802570566568
25025,MA,pm25,EASIUR,annual,ground level,1546811.2325950383677186415613285565396412
