fips,state_abbr,pollutant,model,season,elevated,damage
25025,MA,nox,EASIUR,annual,high stack,66921.09943822234847392706982984315840684
25025,MA,nh3,EASIUR,annual,high stack,246244.563324990131317834905283307220492
25025,MA,pm25,EASIUR,winter,high stack,395615.0467119624427975401637757472170616
25025,MA,so2,EASIUR,winter,high stack,26915.839515428755305423711126964134221844
25025,MA,nox,EASIUR,winter,high stack,34303.176081853267029689912502065172944748
25025,MA,nh3,EASIUR,winter,high stack,202442.127879820572402035381052905101020
25025,MA,pm25,EASIUR,spring,high stack,901284.9988879110858238354372523393648352
25025,MA,so2,EASIUR,spring,high stack,214911.15398794181777355383906358799492704
25025,MA,nox,EASIUR,spring,high stack,149293.82054668275496040533239349103837748
25025,MA,nh3,EASIUR,spring,high stack,395707.90857491103993419649577638628156404
25025,MA,pm25,EASIUR,summer,high stack,835769.5542356873120721343561592464279188
25025,MA,so2,EASIUR,summer,high stack,159107.04591215725963281488402876690921532
25025,MA,nox,EASIUR,summer,high stack,49620.47127176965208967948061593522334860
25025,MA,nh3,EASIUR,summer,high stack,223494.85847278781911064369281296150318408
25025,MA,pm25,EASIUR,fall,high stack,385290.96101344095414549447227286245374356
25025,MA,so2,EASIUR,fall,high stack,41537.836620557339794234824474147768731196
25025,MA,nox,EASIUR,fall,high stack,34466.929852582800084250473129920845584636
25025,MA,nh3,EASIUR,fall,high stack,163333.35837244318412374378030452225386328
25025,MA,pm25,InMAP,annual,high stack,50082.99065550404447535703277268001668276
25025,MA,so2,InMAP,annual,high stack,24754.546265019260023144219704735344227296
25025,MA,nox,InMAP,annual,high stack,2476.0800931014752303391422961706525949532
25025,MA,nh3,InMAP,annual,high stack,37683.149305805527246978801886261851539408
25025,MA,voc,InMAP,annual,high stack,2540.6840817030335487008323165634554755504
25027,MA,pm25,AP2,annual,high stack,194566.62399150722723952781594808384757636
25027,MA,so2,AP2,annual,high stack,66750.31327304182692925422573510277399992
25027,MA,nox,AP2,annual,high stack,1342.4037510716424814740903491113446077796
25027,MA,nh3,AP2,annual,high stack,358936.2652782414125691977341771816235232
25027,MA,voc,AP2,annual,high stack,20695.66423618543772777087374087893712176
25027,MA,pm25,EASIUR,annual,high stack,428451.0625932078797877851662128784888272
25027,MA,so2,EASIUR,annual,high stack,79421.03235653618085308715349716136656576
25027,MA,nox,EASIUR,annual,high stack,45952.45692288904179124310588965937684016
25027,MA,nh3,EASIUR,annual,high stack,228078.29350024617632410412558626202465820
25027,MA,pm25,EASIUR,winter,high stack,464701.3470846227882566882779720437840568
25027,MA,so2,EASIUR,winter,high stack,36914.611742421209188707113521820619094644
25027,MA,nox,EASIUR,winter,high stack,53217.12119990970296613584907353448150144
25027,MA,nh3,EASIUR,winter,high stack,311095.06282344601868448891053660198971380
25027,MA,pm25,EASIUR,spring,high stack,413420.84861628954472500188831438079542112
25027,MA,so2,EASIUR,spring,high stack,110194.40815102447693554254461211798942460
25027,MA,nox,EASIUR,spring,high stack,48676.13006136607456076268436739826090732
25027,MA,nh3,EASIUR,spring,high stack,202574.15290617590308560442124835377576796
25027,MA,pm25,EASIUR,summer,high stack,462830.6536173610929291302138373446341644
25027,MA,so2,EASIUR,summer,high stack,110852.89265438138188537879951698479108952
25027,MA,nox,EASIUR,summer,high stack,19191.165466164907200920095460286913990296
25027,MA,nh3,EASIUR,summer,high stack,184956.77839837028592173291700688464644220
25027,MA,pm25,EASIUR,fall,high stack,372851.40105455015010305731523626896254556
25027,MA,so2,EASIUR,fall,high stack,59722.21687831736276082099430382559058140
25027,MA,nox,EASIUR,fall,high stack,62725.4109641159841089809295726689528008
25027,MA,nh3,EASIUR,fall,high stack,213687.17987299249760459025355320768670884
25027,MA,pm25,InMAP,annual,high stack,149866.48101267118491197576380309724946288
25027,MA,so2,InMAP,annual,high stack,78516.30677547518971491123414150442562148
25027,MA,nox,InMAP,annual,high stack,8354.96437211536210160468178962199501312
25027,MA,nh3,InMAP,annual,high stack,117387.30754731873583735844880900768456660
25027,MA,voc,InMAP,annual,high stack,8126.023244267473548373717059010281530604
